LibraryAdministration,LibraryCode,ID,Library,Address,ZIPcode,Town,wikidata:Town,Province,wikidata:Province,Telephone,Email
Biblioteca Pública Municipal de Borox,495,45011245539,BIBLIOTECA PÚBLICA MUNICIPAL DE BOROX,"Piedad Colón, 40",45222,Borox,https://www.wikidata.org/wiki/Q1628592,Toledo Province,https://www.wikidata.org/wiki/Q54929,925548304,bibliotecaborox@yahoo.es
Sala de Lectura Pública de Buenaventura,496,45011455540,BIBLIOTECA PÚBLICA MUNICIPAL DE BUENAVENTURA,"Sartajada, 10",45634,Buenaventura,https://www.wikidata.org/wiki/Q1983162,Toledo Province,https://www.wikidata.org/wiki/Q54929,925875044,bibliobuenaventura@gmail.com
Biblioteca Pública Municipal de Burguillos,497,45000705474,BIBLIOTECA PÚBLICA MUNICIPAL DE BURGUILLOS DE TOLEDO,"Carretera de Ciudad Real, 34",45112,Burguillos de Toledo,https://www.wikidata.org/wiki/Q1629972,Toledo Province,https://www.wikidata.org/wiki/Q54929,925393912,biblioteca@burguillosdetoledo.org
Biblioteca Pública Municipal de Burujón,498,45016395570,BIBLIOTECA PÚBLICA MUNICIPAL DE BURUJÓN,"Soledad, s/n",45521,Burujón,https://www.wikidata.org/wiki/Q960799,Toledo Province,https://www.wikidata.org/wiki/Q54929,925756219,bibliotecadeburujon@hotmail.com
Biblioteca Publica Municipal de Cabañas de La Sagra,499,45003935588,BIBLIOTECA PÚBLICA MUNICIPAL DE CABAÑAS DE LA SAGRA,"Ronda, s/n",45592,Cabañas de Dorime,https://www.wikidata.org/wiki/Q1628856,Toledo Province,https://www.wikidata.org/wiki/Q54929,925355911,mariam_pm@hotmail.com
Biblioteca Pública Municipal de Cabezamesada,501,45015035563,BIBLIOTECA PÚBLICA MUNICIPAL DE CABEZAMESADA,"Aurora, 6",45890,Cabezamesada,https://www.wikidata.org/wiki/Q1641976,Toledo Province,https://www.wikidata.org/wiki/Q54929,925209134,aytocabezamesada@telefonica.net
Biblioteca Pública Municipal de Calera y Chozas,502,45000865475,BIBLIOTECA PÚBLICA MUNICIPAL DE CALERA Y CHOZAS,"Estación, 2",45686,Calera y Chozas,https://www.wikidata.org/wiki/Q945487,Toledo Province,https://www.wikidata.org/wiki/Q54929,925050157,biblioteca@caleraychozas.com
Biblioteca Pública Municipal de Alberche del Caudillo,503,45022555585,BIBLIOTECA PÚBLICA MUNICIPAL DE ALBERCHE DEL CAUDILLO,"Ronda de la Vega, s/n",45695,Calera y Chozas,https://www.wikidata.org/wiki/Q945487,Toledo Province,https://www.wikidata.org/wiki/Q54929,617937318,bibliotecadealberche@yahoo.es
Biblioteca Pública Municipal de La Calzada de Oropesa,504,45022935589,BIBLIOTECA PÚBLICA MUNICIPAL DE LA CALZADA DE OROPESA,"Ildefonso Carretero, 2",45580,Calzada de Oropesa,https://www.wikidata.org/wiki/Q979973,Toledo Province,https://www.wikidata.org/wiki/Q54929,925435980,bibliolacalzada@gmail.com
Biblioteca Pública Municipal de Camarena,505,45015105564,BIBLIOTECA PÚBLICA MUNICIPAL DE CAMARENA,"de la salud, 1",45180,Camarena,https://www.wikidata.org/wiki/Q763344,Toledo Province,https://www.wikidata.org/wiki/Q54929,918174252,bpm.camarena@yahoo.es
Biblioteca Pública Municipal de Camarenilla,843,45009496465,BIBLIOTECA PÚBLICA MUNICIPAL DE CAMARENILLA,"Principe de Asturias, 2",45181,Camarenilla,https://www.wikidata.org/wiki/Q969339,Toledo Province,https://www.wikidata.org/wiki/Q54929,925359200,registro@aytocamarenilla.org
Biblioteca Pública Municipal de Camuñas,506,45000995476,BIBLIOTECA PÚBLICA MUNICIPAL DE CAMUÑAS,"Veracruz, 5",45720,Camuñas,https://www.wikidata.org/wiki/Q1628637,Toledo Province,https://www.wikidata.org/wiki/Q54929,925469162,mroperogalan@gmail.com
Sala de Lectura Pública de Carmena,778,45023075590,BIBLIOTECA PÚBLICA MUNICIPAL DE CARMENA,"La Iglesia, s/n",45531,Carmena,https://www.wikidata.org/wiki/Q1641218,Toledo Province,https://www.wikidata.org/wiki/Q54929,653427661,ayto.erustes@gmail.com
Biblioteca Pública Municipal de El Carpio de Tajo,507,45001035477,BIBLIOTECA PÚBLICA MUNICIPAL DE EL CARPIO DE TAJO,"Don Ignacio, 2",45533,El Carpio de Tajo,https://www.wikidata.org/wiki/Q956538,Toledo Province,https://www.wikidata.org/wiki/Q54929,925757204,bpmcarpio@hotmail.com
Biblioteca Pública Municipal de Carranque,779,45023145591,BIBLIOTECA PÚBLICA MUNICIPAL DE CARRANQUE,"Plaza de las Eras, 5",45216,Carranque,https://www.wikidata.org/wiki/Q1642057,Toledo Province,https://www.wikidata.org/wiki/Q54929,925544065,biblioteca@carranque.es
Bibliotecas dependientes del Ayuntamiento de Casarrubios del Monte,509,45011615541,BIBLIOTECA PÚBLICA MUNICIPAL DE CASARRUBIOS DEL MONTE,"Plaza de España, 28",45950,Casarrubios del Monte,https://www.wikidata.org/wiki/Q1628648,Toledo Province,https://www.wikidata.org/wiki/Q54929,918182678,bpmcasarrubios@yahoo.es
Bibliotecas dependientes del Ayuntamiento de Casarrubios del Monte,907,45011618388,BIBLIOTECA PÚBLICA MUNICIPAL DE CALYPO-FADO,"Almería, 459 (Urbanización Calypo-Fado)",45950,Casarrubios del Monte,https://www.wikidata.org/wiki/Q1628648,Toledo Province,https://www.wikidata.org/wiki/Q54929,918132150,bpmcasarrubios@yahoo.es
Biblioteca Pública Municipal de Castillo de Bayuela,511,45023295592,BIBLIOTECA PÚBLICA MUNICIPAL DE CASTILLO DE BAYUELA,C/ Deportivo,45641,Castillo de Bayuela,https://www.wikidata.org/wiki/Q1641508,Toledo Province,https://www.wikidata.org/wiki/Q54929,925862953,bpmbayuela@hotmail.com
Biblioteca Pública Municipal de Cebolla,512,45001105478,BIBLIOTECA PÚBLICA MUNICIPAL DE CEBOLLA,"Calle Malpica, 12",45680,Cebolla,https://www.wikidata.org/wiki/Q1641230,Toledo Province,https://www.wikidata.org/wiki/Q54929,925866556,bpmcebolla@hotmail.com
Biblioteca Pública Municipal de Cedillo del Condado,858,45001626196,BIBLIOTECA PÚBLICA MUNICIPAL DE CEDILLO DEL CONDADO,"Marqués de Estella, s.n.",45214,Cedillo del Condado,https://www.wikidata.org/wiki/Q1628809,Toledo Province,https://www.wikidata.org/wiki/Q54929,925508818,biblioteca@cedillodelcondado.es
Biblioteca Pública Municipal de Los Cerralbos,781,45023355593,BIBLIOTECA PÚBLICA MUNICIPAL DE LOS CERRALBOS,"Iglesia, s/n",45682,Los Cerralbos,https://www.wikidata.org/wiki/Q14969,Toledo Province,https://www.wikidata.org/wiki/Q54929,925872061,fachi6868@gmail.com
Sala de Lectura Pública de Cervera de Los Montes,780,45023405594,BIBLIOTECA PÚBLICA MUNICIPAL DE CERVERA DE LOS MONTES,"Costanilla, 1",45637,Cervera de los Montes,https://www.wikidata.org/wiki/Q1632182,Toledo Province,https://www.wikidata.org/wiki/Q54929,925875599,bpmcervera@gmail.com
Biblioteca Pública Municipal de Chozas de Canales,513,45001465481,BIBLIOTECA PÚBLICA MUNICIPAL DE CHOZAS DE CANALES,"Fray Miguel de Antón, s/n (casa de la cultura 1ªpl)",45960,Chozas de Canales,https://www.wikidata.org/wiki/Q1629996,Toledo Province,https://www.wikidata.org/wiki/Q54929,918177788,chozascanales.capi@jccm.es
Biblioteca Pública Municipal de Ciruelos,787,45023535595,BIBLIOTECA PÚBLICA MUNICIPAL DE CIRUELOS,"Plaza de España, 4",45314,Ciruelos,https://www.wikidata.org/wiki/Q1769619,Toledo Province,https://www.wikidata.org/wiki/Q54929,925154935,biblioteca.ciruelos@yahoo.es
Biblioteca Pública Municipal de Cobeja,514,45023665596,BIBLIOTECA PÚBLICA MUNICIPAL DE COBEJA,"Plaza de la Constitución, 10",45291,Cobeja,https://www.wikidata.org/wiki/Q1631925,Toledo Province,https://www.wikidata.org/wiki/Q54929,925551940,bibliocobeja4@hotmail.com
Biblioteca Pública Municipal de Cobisa,515,45016445571,BIBLIOTECA PÚBLICA MUNICIPAL DE COBISA,"El Cigarral, 1",45111,Cobisa,https://www.wikidata.org/wiki/Q1628606,Toledo Province,https://www.wikidata.org/wiki/Q54929,925293568,martalarri@gmail.com
Biblioteca Pública Municipal de Consuegra,516,45001255479,BIBLIOTECA PÚBLICA MUNICIPAL DE CONSUEGRA,"Reyes Católicos, 4",45700,Consuegra,https://www.wikidata.org/wiki/Q919046,Toledo Province,https://www.wikidata.org/wiki/Q54929,925904696,biblioteca@aytoconsuegra.es
Biblioteca Pública Municipal de Corral de Almaguer,517,45001315480,BIBLIOTECA PÚBLICA MUNICIPAL DE CORRAL DE ALMAGUER,"Alcacer, s/n",45880,Corral de Almaguer,https://www.wikidata.org/wiki/Q598148,Toledo Province,https://www.wikidata.org/wiki/Q54929,925207197,biblioteca@corraldealmaguer.es
Biblioteca Pública Municipal de Cuerva,518,45017935581,BIBLIOTECA PÚBLICA MUNICIPAL DE CUERVA,"Plaza de José Antonio, 1",45126,Cuerva,https://www.wikidata.org/wiki/Q1629679,Toledo Province,https://www.wikidata.org/wiki/Q54929,925424528,tejise@hotmail.com
Biblioteca Pública Municipal de Dosbarrios,520,45023725597,BIBLIOTECA PÚBLICA MUNICIPAL DE DOSBARRIOS,"Las Cruces, 6",45311,Dosbarrios,https://www.wikidata.org/wiki/Q669145,Toledo Province,https://www.wikidata.org/wiki/Q54929,925137525,bibliodosbarrios@hotmail.com
Sala de Lectura Pública de Erustes,521,45016605573,BIBLIOTECA PÚBLICA MUNICIPAL DE ERUSTES,"Paseo Miguel de Cervantes, 4",45540,Erustes,https://www.wikidata.org/wiki/Q1644295,Toledo Province,https://www.wikidata.org/wiki/Q54929,925880032,ayto.erustes@gmail.com
Biblioteca Pública Municipal de Escalona,522,NN481110442,BIBLIOTECA PÚBLICA MUNICIPAL DE ESCALONA,"Plaza Infante Don Juan Manuel, 1",45910,Escalona,https://www.wikidata.org/wiki/Q616621,Toledo Province,https://www.wikidata.org/wiki/Q54929,925780436,bpmescalona@hotmail.com
Biblioteca Pública Municipal de Escalonilla,523,45011965542,BIBLIOTECA PÚBLICA MUNICIPAL DE ESCALONILLA,"Plaza de la Hispanidad, 2",45517,Escalonilla,https://www.wikidata.org/wiki/Q1630044,Toledo Province,https://www.wikidata.org/wiki/Q54929,925758617,biblio@aytoescalonilla.com
Biblioteca Pública Municipal de Esquivias,525,45015255565,BIBLIOTECA PÚBLICA MUNICIPAL DE ESQUIVIAS,"Teresa Panza, s/n",45221,Esquivias,https://www.wikidata.org/wiki/Q1630025,Toledo Province,https://www.wikidata.org/wiki/Q54929,925546558,biblioteca@aytoesquivias.es
Biblioteca Pública Municipal de Fuensalida,526,45001785482,BIBLIOTECA PÚBLICA MUNICIPAL DE FUENSALIDA,"C/ Nuestra Señora de la Soledad, 4",45510,Fuensalida,https://www.wikidata.org/wiki/Q1630082,Toledo Province,https://www.wikidata.org/wiki/Q54929,925731080,biblioteca@fuensalida.com
Biblioteca Pública Municipal de Gerindote,528,45023915599,BIBLIOTECA PÚBLICA MUNICIPAL DE GERINDOTE,"Plaza de España, s/n",45518,Gerindote,https://www.wikidata.org/wiki/Q371770,Toledo Province,https://www.wikidata.org/wiki/Q54929,925764088,bibliotecagerindote@gmail.com
Biblioteca Pública Municipal de Guadamur,529,45001845483,BIBLIOTECA PÚBLICA MUNICIPAL DE GUADAMUR,"Andrés Hornillos, 5",45160,Guadamur,https://www.wikidata.org/wiki/Q1628564,Toledo Province,https://www.wikidata.org/wiki/Q54929,925291130,biblioteca@guadamur.es
Biblioteca Pública Municipal de La Guardia,530,45001975484,BIBLIOTECA PÚBLICA MUNICIPAL DE LA GUARDIA,"Glorieta de Tullerías, 6",45760,La Guardia,https://www.wikidata.org/wiki/Q1632869,Toledo Province,https://www.wikidata.org/wiki/Q54929,925138281,biblioteca@laguardiatoledo.es
Biblioteca Pública Municipal de Hinojosa de San Vicente,533,45018355582,BIBLIOTECA PÚBLICA MUNICIPAL DE HINOJOSA DE SAN VICENTE,"Plaza de la Constitución, s/n",45645,Hinojosa de San Vicente,https://www.wikidata.org/wiki/Q1642024,Toledo Province,https://www.wikidata.org/wiki/Q54929,925878032,bpmhinojosa@hotmail.com
Biblioteca Pública Municipal de Huecas,534,45016825575,BIBLIOTECA PÚBLICA MUNICIPAL DE HUECAS,"Plaza de España, 1",45511,Huecas,https://www.wikidata.org/wiki/Q1642044,Toledo Province,https://www.wikidata.org/wiki/Q54929,925784781,bobliotecahuecas@outlook.com
Biblioteca Pública Municipal de Huerta de Valdecarábanos,535,45016765574,BIBLIOTECA PÚBLICA MUNICIPAL DE HUERTA DE VALDECARÁBANOS,"Gato, 8",45750,Huerta de Valdecarábanos,https://www.wikidata.org/wiki/Q269384,Toledo Province,https://www.wikidata.org/wiki/Q54929,925129071,clabphuerta@gmail.com
Red de Bibliotecas Públicas Municipales de Illescas,950,45081000800,BIBLIOTECA PÚBLICA MUNICIPAL SEÑORÍO DE ILLESCAS,"Antonio Skármeta, s/n",45200,Illescas,https://www.wikidata.org/wiki/Q1606474,Toledo Province,https://www.wikidata.org/wiki/Q54929,630143397,bibliotecasenorio@illescas.es
Red de Bibliotecas Públicas Municipales de Illescas,537,45002015485,BIBLIOTECA PÚBLICA MUNICIPAL DE ILLESCAS,"Real, 86",45200,Illescas,https://www.wikidata.org/wiki/Q1606474,Toledo Province,https://www.wikidata.org/wiki/Q54929,925512108,biblioteca@illescas.es
Biblioteca Pública Municipal de Lagartera,538,45002185486,BIBLIOTECA PÚBLICA MUNICIPAL DE LAGARTERA,"Alcalde Ramón Moreno, /n",45567,Lagartera,https://www.wikidata.org/wiki/Q1631982,Toledo Province,https://www.wikidata.org/wiki/Q54929,925431096,biblioteca@lagartera.es
Biblioteca Pública Municipal de Lillo,539,45002235487,BIBLIOTECA PÚBLICA MUNICIPAL DE LILLO,"Mª Antonia de la Maza, 18",45870,Lillo,https://www.wikidata.org/wiki/Q1641947,Toledo Province,https://www.wikidata.org/wiki/Q54929,925562321,desarrollo@aytodelillo.es
Biblioteca Pública Municipal de Lominchar,788,45024125601,BIBLIOTECA PÚBLICA MUNICIPAL DE LOMINCHAR,"Cambroneras, 40",45212,Lominchar,https://www.wikidata.org/wiki/Q1630039,Toledo Province,https://www.wikidata.org/wiki/Q54929,925558553,biblioteca.lominchar@gmail.com
Biblioteca Pública Municipal de Lucillos,540,45012225544,BIBLIOTECA PÚBLICA MUNICIPAL DE LUCILLOS,"Héroes del Alcazar, s/n",45684,Lucillos,https://www.wikidata.org/wiki/Q1641371,Toledo Province,https://www.wikidata.org/wiki/Q54929,925865245,bpmlucillos@hotmail.com
Biblioteca Pública Municipal de Madridejos,541,45002395488,BIBLIOTECA PÚBLICA MUNICIPAL DE MADRIDEJOS,"Argentina, 4",45710,Madridejos,https://www.wikidata.org/wiki/Q1607392,Toledo Province,https://www.wikidata.org/wiki/Q54929,925460016,biblioteca@madridejos.es
Biblioteca Pública Municipal de Magán,897,45006026279,BIBLIOTECA PÚBLICA MUNICIPAL DE MAGÁN,"Merced, 7",45590,Magán,https://www.wikidata.org/wiki/Q1628556,Toledo Province,https://www.wikidata.org/wiki/Q54929,925270931,bibliomagan@gmail.com
Biblioteca Pública Municipal de Malpica de Tajo,542,45002445489,BIBLIOTECA PÚBLICA MUNICIPAL DE MALPICA DE TAJO,"Escuelas, 11",45692,Malpica de Tajo,https://www.wikidata.org/wiki/Q1606460,Toledo Province,https://www.wikidata.org/wiki/Q54929,925877006,bpmmalpica@hotmail.com
Sala de Lectura Pública de Maqueda,543,45024275602,BIBLIOTECA PÚBLICA MUNICIPAL DE MAQUEDA,"Torre, 1",45515,Maqueda,https://www.wikidata.org/wiki/Q1631202,Toledo Province,https://www.wikidata.org/wiki/Q54929,925790001,maqueda@diputoledo.es
Biblioteca Pública Municipal de Mascaraque,546,45002605490,BIBLIOTECA PÚBLICA MUNICIPAL DE MASCARAQUE,"Jesús, 3",45430,Mascaraque,https://www.wikidata.org/wiki/Q923358,Toledo Province,https://www.wikidata.org/wiki/Q54929,925316018,bibliotecademascaraque@hotmail.com
Sala de Lectura Pública de La Mata,547,45016955576,BIBLIOTECA PÚBLICA MUNICIPAL DE LA MATA,"Lepanto, 1",45534,La Mata,https://www.wikidata.org/wiki/Q1990945,Toledo Province,https://www.wikidata.org/wiki/Q54929,925747191,ayto.erustes@gmail.com
Biblioteca Pública Municipal de Mazarambroz,548,45002765491,BIBLIOTECA PÚBLICA MUNICIPAL DE MAZARAMBROZ,"Vereda de la Gitana, 1",45114,Mazarambroz,https://www.wikidata.org/wiki/Q1630055,Toledo Province,https://www.wikidata.org/wiki/Q54929,925397242,culturamazarambroz@gmail.com
Sala de Lectura Pública de Mejorada,549,45002825492,BIBLIOTECA PÚBLICA MUNICIPAL DE MEJORADA,Iglesia s/n,45622,Mejorada,https://www.wikidata.org/wiki/Q1629664,Toledo Province,https://www.wikidata.org/wiki/Q54929,925707179,bibliotecamejorada@hotmail.com
Biblioteca Publica Municipal de Menasalbas,551,45017095583,BIBLIOTECA PÚBLICA MUNICIPAL DE MENASALBAS,"Donantes de Sangre, 1",45128,Menasalbas,https://www.wikidata.org/wiki/Q1628818,Toledo Province,https://www.wikidata.org/wiki/Q54929,925413373,bibliomena@menasalbas.es
Biblioteca Pública Municipal de Méntrida,552,45024485603,BIBLIOTECA PÚBLICA MUNICIPAL DE MÉNTRIDA,"Baluarte, s/n",45930,Méntrida,https://www.wikidata.org/wiki/Q1628797,Toledo Province,https://www.wikidata.org/wiki/Q54929,918178473,bibliomentrida@hotmail.com
Biblioteca Pública Municipal de Miguel Esteban,553,45003095493,BIBLIOTECA PÚBLICA MUNICIPAL DE MIGUEL ESTEBAN,"San Luis Gonzaga, 2",45830,Miguel Esteban,https://www.wikidata.org/wiki/Q543153,Toledo Province,https://www.wikidata.org/wiki/Q54929,925560606,biblioteca@aytomiguelesteban.es
Biblioteca Pública Municipal de Mocejón,554,45003165494,BIBLIOTECA PÚBLICA MUNICIPAL DE MOCEJÓN,"Silvano Cirujano, 2",45270,Mocejón,https://www.wikidata.org/wiki/Q536630,Toledo Province,https://www.wikidata.org/wiki/Q54929,925360641,biblioteca@mocejon.es
Biblioteca Pública Municipal de Montearagón,782,45024515604,BIBLIOTECA PÚBLICA MUNICIPAL DE MONTEARAGÓN,"Arroyo, 14",45685,Montearagón,https://www.wikidata.org/wiki/Q1641360,Toledo Province,https://www.wikidata.org/wiki/Q54929,608771205,bibliotecademontearagon@hotmail.com
Biblioteca Pública Municipal de Mora,555,45003215495,BIBLIOTECA PÚBLICA MUNICIPAL DE MORA,"Glorieta José Iborra, s/n",45400,Mora,https://www.wikidata.org/wiki/Q1641529,Toledo Province,https://www.wikidata.org/wiki/Q54929,925341107,biblioteca@mora.es
Biblioteca Pública Municipal de Nambroca,556,45003375496,BIBLIOTECA PÚBLICA MUNICIPAL DE NAMBROCA,"Doctor Díaz Benito, 2",45190,Nambroca,https://www.wikidata.org/wiki/Q1628866,Toledo Province,https://www.wikidata.org/wiki/Q54929,925366142,biblioteca@nambroca.com
Biblioteca Pública Municipal de Navahermosa,558,45003425497,BIBLIOTECA PÚBLICA MUNICIPAL DE NAVAHERMOSA,"Miguel de Unamuno, 1",45150,Navahermosa,https://www.wikidata.org/wiki/Q1752306,Toledo Province,https://www.wikidata.org/wiki/Q54929,925410981,archivo-biblioteca-navahermosa@hotmail.com
Sala de Lectura Pública de Navalcán,559,45003555498,BIBLIOTECA PÚBLICA MUNICIPAL DE NAVALCÁN,"Conde de Oropesa, 92",45610,Navalcán,https://www.wikidata.org/wiki/Q1628839,Toledo Province,https://www.wikidata.org/wiki/Q54929,925844259,ayuntamiento@navalcan.com
Biblioteca Pública Municipal de Los Navalmorales,560,45003685499,BIBLIOTECA PÚBLICA MUNICIPAL DE LOS NAVALMORALES,"Antonio Palomeque Torres, 2",45140,Los Navalmorales,https://www.wikidata.org/wiki/Q1610108,Toledo Province,https://www.wikidata.org/wiki/Q54929,925404242,biblioteca@losnavalmorales.es
Biblioteca Pública Municipal de Los Navalucillos,561,45003745500,BIBLIOTECA PÚBLICA MUNICIPAL DE LOS NAVALUCILLOS,"Plaza del Encinar, s/n",45130,Los Navalucillos,https://www.wikidata.org/wiki/Q1628574,Toledo Province,https://www.wikidata.org/wiki/Q54929,925426816,anyps2@hotmail.com
Biblioteca Pública Municipal de Noblejas,563,45024865607,BIBLIOTECA PÚBLICA MUNICIPAL DE NOBLEJAS,"Plaza José Bono, 1",45350,Noblejas,https://www.wikidata.org/wiki/Q1610115,Toledo Province,https://www.wikidata.org/wiki/Q54929,925114303,bpmnoblejas@gmail.com
Biblioteca Pública Municipal de Noez,564,45015595566,BIBLIOTECA PÚBLICA MUNICIPAL DE NOEZ,"Hopital, 12",45162,Noez,https://www.wikidata.org/wiki/Q1641701,Toledo Province,https://www.wikidata.org/wiki/Q54929,925374449,bibliotecanoez@gmail.com
Biblioteca Pública Municipal de Novés,566,45004145502,BIBLIOTECA PÚBLICA MUNICIPAL DE NOVÉS,"Cristo, s/n",45519,Novés,https://www.wikidata.org/wiki/Q610792,Toledo Province,https://www.wikidata.org/wiki/Q54929,925775303,biblioteca@noves.es
Biblioteca Pública Municipal de Numancia de La Sagra,567,45024995608,BIBLIOTECA PÚBLICA MUNICIPAL DE NUMANCIA DE LA SAGRA,"Plaza de España, s/n",45230,Numancia de la Sagra,https://www.wikidata.org/wiki/Q1641540,Toledo Province,https://www.wikidata.org/wiki/Q54929,925553984,biblionum@hotmail.com
Biblioteca Pública Municipal de Ocaña,568,45004295503,BIBLIOTECA PÚBLICA MUNICIPAL DE OCAÑA,"Roberto García Ochoa, 3",45300,Ocaña,https://www.wikidata.org/wiki/Q957767,Toledo Province,https://www.wikidata.org/wiki/Q54929,925120945,biblioteca@ocana.es
Biblioteca Pública Municipal de Olías del Rey,571,45017165578,BIBLIOTECA PÚBLICA MUNICIPAL DE OLÍAS DEL REY,"Higares, s/n",45280,Olías del Rey,https://www.wikidata.org/wiki/Q674525,Toledo Province,https://www.wikidata.org/wiki/Q54929,925491298,biblioteca@aytoolias.es
Biblioteca Pública Municipal de Ontígola,792,45025025609,BIBLIOTECA PÚBLICA MUNICIPAL DE ONTÍGOLA,"Campo, 1",45340,Ontígola,https://www.wikidata.org/wiki/Q1610123,Toledo Province,https://www.wikidata.org/wiki/Q54929,925142168,biblioteca@ontigola.es
Biblioteca Pública Municipal de Orgaz,572,45012385545,BIBLIOTECA PÚBLICA MUNICIPAL DE ORGAZ,"Beato Pedro Ruiz de los Paños, 9",45450,Orgaz,https://www.wikidata.org/wiki/Q1118107,Toledo Province,https://www.wikidata.org/wiki/Q54929,925317238,bpm.orgaz@local.jccm.es
Biblioteca Pública Municipal de Oropesa,573,45004405505,BIBLIOTECA PÚBLICA MUNICIPAL DE OROPESA,"Campo Arañuelo, 2",45560,Oropesa,https://www.wikidata.org/wiki/Q747273,Toledo Province,https://www.wikidata.org/wiki/Q54929,925450218,biblioteca.oropesa@hotmail.com
Biblioteca Pública Municipal de Palomeque,939,450271411198,BIBLIOTECA PÚBLICA MUNICIPAL DE PALOMEQUE,"Castilla La Mancha , 66",45213,Palomeque,https://www.wikidata.org/wiki/Q1641490,Toledo Province,https://www.wikidata.org/wiki/Q54929,925507245,bibliotecapalomeque@gmail.com
Biblioteca Pública Municipal de Pantoja,575,45012435546,BIBLIOTECA PÚBLICA MUNICIPAL DE PANTOJA,"Ramón J. Pueo, s/n",45290,"Pantoja, Spain",https://www.wikidata.org/wiki/Q611120,Toledo Province,https://www.wikidata.org/wiki/Q54929,925554348,bibliotecapantoja@hotmail.com
Biblioteca Pública Municipal de Pepino,578,45004665507,BIBLIOTECA PÚBLICA MUNICIPAL DE PEPINO,"Plaza del Ayuntamiento, 1",45638,"Pepino, Spain",https://www.wikidata.org/wiki/Q1983979,Toledo Province,https://www.wikidata.org/wiki/Q54929,925701762,bpmpepino@gmail.com
Biblioteca Pública Municipal de Polán,579,45004725508,BIBLIOTECA PÚBLICA MUNICIPAL DE POLÁN,"Pósito, 1",45161,Polán,https://www.wikidata.org/wiki/Q1628547,Toledo Province,https://www.wikidata.org/wiki/Q54929,925370178,bpm.polan@jccm.es
Biblioteca Pública Municipal de Portillo,580,45004885509,BIBLIOTECA PÚBLICA MUNICIPAL DE PORTILLO,"Jardines, s/n",45512,Portillo de Toledo,https://www.wikidata.org/wiki/Q1445321,Toledo Province,https://www.wikidata.org/wiki/Q54929,925730866,bibliotecadeportillodetoledo@gmail.com
Biblioteca Pública Municipal de La Puebla de Almoradiel,581,45004915510,BIBLIOTECA PÚBLICA MUNICIPAL DE LA PUEBLA DE ALMORADIEL,"Garcilaso de la Vega, s/n",45840,La Puebla de Almoradiel,https://www.wikidata.org/wiki/Q662180,Toledo Province,https://www.wikidata.org/wiki/Q54929,925561000,biblioteca@lapuebladealmoradiel.es
Biblioteca Pública Municipal Cardenal Pacheco (La Puebla de Montalbán),583,45005045511,BIBLIOTECA PÚBLICA MUNICIPAL DE LA PUEBLA DE MONTALBÁN,"Santo y Soledad, s/n",45516,La Puebla de Montalbán,https://www.wikidata.org/wiki/Q537779,Toledo Province,https://www.wikidata.org/wiki/Q54929,925745635,biblioteca@pueblademontalban.com
Biblioteca Pública Municipal de La Pueblanueva,586,45017215579,BIBLIOTECA PÚBLICA MUNICIPAL DE LA PUEBLANUEVA,"Plaza de la Ermita, 5. 2º",45690,La Pueblanueva,https://www.wikidata.org/wiki/Q1628882,Toledo Province,https://www.wikidata.org/wiki/Q54929,925860668,biblioteca@lapueblanueva.com
Biblioteca Pública Municipal de Pulgar,588,45005265513,BIBLIOTECA PÚBLICA MUNICIPAL DE PULGAR,"Fuentecilla, s/n",45125,Pulgar,https://www.wikidata.org/wiki/Q945626,Toledo Province,https://www.wikidata.org/wiki/Q54929,925292445,bpmdepulgar@hotmail.com
Biblioteca Pública Municipal de Quero,589,45012695547,BIBLIOTECA PÚBLICA MUNICIPAL DE QUERO,"Real el Pozo, 1",45790,"Quero, Spain",https://www.wikidata.org/wiki/Q1769410,Toledo Province,https://www.wikidata.org/wiki/Q54929,926577271,biblioteca@quero.es
Biblioteca Pública Municipal de Quintanar de la Orden,590,45005325514,BIBLIOTECA PÚBLICA MUNICIPAL DE QUINTANAR DE LA ORDEN `LEER Y SOÑAR´,"Glorieta de la Cultura, 1",45800,Quintanar de la Orden,https://www.wikidata.org/wiki/Q1628531,Toledo Province,https://www.wikidata.org/wiki/Q54929,654769310,bpquintanar@yahoo.es
Biblioteca Pública Municipal de El Real de San Vicente,591,45005475515,BIBLIOTECA PÚBLICA MUNICIPAL DE EL REAL DE SAN VICENTE,"Juan de Dios Díaz, 16",45640,El Real de San Vicente,https://www.wikidata.org/wiki/Q542936,Toledo Province,https://www.wikidata.org/wiki/Q54929,652064872,gregoriodiazramos@yahoo.es
Biblioteca Pública Municipal de Recas,592,45025195610,BIBLIOTECA PÚBLICA MUNICIPAL DE RECAS,Fuente,45211,Recas,https://www.wikidata.org/wiki/Q686635,Toledo Province,https://www.wikidata.org/wiki/Q54929,925522932,biblioteca@recas.es
Sala de Lectura Pública de Rielves,593,45012755548,BIBLIOTECA PÚBLICA MUNICIPAL DE RIELVES,"La Barca, s/n",45524,Rielves,https://www.wikidata.org/wiki/Q1642096,Toledo Province,https://www.wikidata.org/wiki/Q54929,925743519,bibliorielves@gmail.com
