Datos;Nombre Unidad Administrativa;Código Biblioteca;Nidem biblioteca;Nombre biblioteca;Dirección;Código postal;Municipio;Provincia;Teléfono;Correo electrónico;Tipo de servicio
2019;Sala de Lectura Pública de Navalcán;559;4500355-5498;BIBLIOTECA PÚBLICA MUNICIPAL DE NAVALCÁN;Conde de Oropesa, 92;45610;Navalcán;Toledo;925844259;ayuntamiento@navalcan.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Los Navalmorales;560;4500368-5499;BIBLIOTECA PÚBLICA MUNICIPAL DE LOS NAVALMORALES;Antonio Palomeque Torres, 2;45140;Navalmorales (Los);Toledo;925404242;biblioteca@losnavalmorales.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Los Navalucillos;561;4500374-5500;BIBLIOTECA PÚBLICA MUNICIPAL DE LOS NAVALUCILLOS ;Plaza del Encinar, s/n;45130;Navalucillos (Los);Toledo;925426816;anyps2@hotmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Noblejas;563;4502486-5607;BIBLIOTECA PÚBLICA MUNICIPAL DE NOBLEJAS;Plaza José Bono, 1;45350;Noblejas;Toledo;925114303;bpmnoblejas@gmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Noez;564;4501559-5566;BIBLIOTECA PÚBLICA MUNICIPAL DE NOEZ;Hopital, 12;45162;Noez;Toledo;925374449;bibliotecanoez@gmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Novés;566;4500414-5502;BIBLIOTECA PÚBLICA MUNICIPAL DE NOVÉS;Cristo, s/n;45519;Novés;Toledo;925775303;biblioteca@noves.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Numancia de La Sagra;567;4502499-5608;BIBLIOTECA PÚBLICA MUNICIPAL DE NUMANCIA DE LA SAGRA;Plaza de España, s/n;45230;Numancia de la Sagra;Toledo;925553984;biblionum@hotmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Ocaña;568;4500429-5503;BIBLIOTECA PÚBLICA MUNICIPAL DE OCAÑA;Roberto García Ochoa, 3;45300;Ocaña;Toledo;925120945;biblioteca@ocana.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Olías del Rey;571;4501716-5578;BIBLIOTECA PÚBLICA MUNICIPAL DE OLÍAS DEL REY;Higares, s/n;45280;Olías del Rey;Toledo;925491298;biblioteca@aytoolias.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Ontígola;792;4502502-5609;BIBLIOTECA PÚBLICA MUNICIPAL DE ONTÍGOLA;Campo, 1;45340;Ontígola;Toledo;925142168;biblioteca@ontigola.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Orgaz;572;4501238-5545;BIBLIOTECA PÚBLICA MUNICIPAL DE ORGAZ;Beato Pedro Ruiz de los Paños, 9;45450;Orgaz;Toledo;925317238;bpm.orgaz@local.jccm.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Oropesa;573;4500440-5505;BIBLIOTECA PÚBLICA MUNICIPAL DE OROPESA;Campo Arañuelo, 2;45560;Oropesa;Toledo;925450218;biblioteca.oropesa@hotmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Palomeque;939;4502714-11198;BIBLIOTECA PÚBLICA MUNICIPAL DE PALOMEQUE;Castilla La Mancha , 66;45213;Palomeque;Toledo;925507245;bibliotecapalomeque@gmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Pantoja;575;4501243-5546;BIBLIOTECA PÚBLICA MUNICIPAL DE PANTOJA;Ramón J. Pueo, s/n;45290;Pantoja;Toledo;925554348;bibliotecapantoja@hotmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Pepino;578;4500466-5507;BIBLIOTECA PÚBLICA MUNICIPAL DE PEPINO;Plaza del Ayuntamiento, 1;45638;Pepino;Toledo;925701762;bpmpepino@gmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Polán;579;4500472-5508;BIBLIOTECA PÚBLICA MUNICIPAL DE POLÁN;Pósito, 1;45161;Polán;Toledo;925370178;bpm.polan@jccm.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Portillo;580;4500488-5509;BIBLIOTECA PÚBLICA MUNICIPAL DE PORTILLO;Jardines, s/n;45512;Portillo de Toledo;Toledo;925730866;bibliotecadeportillodetoledo@gmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de La Puebla de Almoradiel;581;4500491-5510;BIBLIOTECA PÚBLICA MUNICIPAL DE LA PUEBLA DE ALMORADIEL;Garcilaso de la Vega, s/n;45840;Puebla de Almoradiel (La);Toledo;925561000;biblioteca@lapuebladealmoradiel.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal Cardenal Pacheco (La Puebla de Montalbán);583;4500504-5511;BIBLIOTECA PÚBLICA MUNICIPAL DE LA PUEBLA DE MONTALBÁN ;Santo y Soledad, s/n;45516;Puebla de Montalbán (La);Toledo;925745635;biblioteca@pueblademontalban.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de La Pueblanueva;586;4501721-5579;BIBLIOTECA PÚBLICA MUNICIPAL DE LA PUEBLANUEVA;Plaza de la Ermita, 5. 2º;45690;Pueblanueva (La);Toledo;925860668;biblioteca@lapueblanueva.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Pulgar;588;4500526-5513;BIBLIOTECA PÚBLICA MUNICIPAL DE PULGAR;Fuentecilla, s/n;45125;Pulgar;Toledo;925292445;bpmdepulgar@hotmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Quero;589;4501269-5547;BIBLIOTECA PÚBLICA MUNICIPAL DE QUERO;Real el Pozo, 1;45790;Quero;Toledo;926577271;biblioteca@quero.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Quintanar de la Orden;590;4500532-5514;BIBLIOTECA PÚBLICA MUNICIPAL DE QUINTANAR DE LA ORDEN `LEER Y SOÑAR´;Glorieta de la Cultura, 1;45800;Quintanar de la Orden;Toledo;654769310;bpquintanar@yahoo.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de El Real de San Vicente;591;4500547-5515;BIBLIOTECA PÚBLICA MUNICIPAL DE EL REAL DE SAN VICENTE;Juan de Dios Díaz, 16;45640;Real de San Vicente (El);Toledo;652064872;gregoriodiazramos@yahoo.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Recas;592;4502519-5610;BIBLIOTECA PÚBLICA MUNICIPAL DE RECAS;Fuente;45211;Recas;Toledo;925522932;biblioteca@recas.es;Biblioteca Pública Municipal
2019;Sala de Lectura Pública de Rielves;593;4501275-5548; BIBLIOTECA PÚBLICA MUNICIPAL DE RIELVES;La Barca, s/n;45524;Rielves;Toledo;925743519;bibliorielves@gmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal San Martín de Montalbán;595;4500563-5517;"BIBLIOTECA PÚBLICA MUNICIPAL DE SAN MARTÍN DE MONTALBÁN  ""SANTA MARÍA DE MELQUE""";Villarejo, 16;45165;San Martín de Montalbán;Toledo;0;sanmartinmontalban.capi@jccm.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de San Pablo de los Montes;596;4501562-5567;BIBLIOTECA PÚBLICA MUNICIPAL DE SAN PABLO DE LOS MONTES;Mártires, 26;45120;San Pablo de los Montes;Toledo;925416256;bibliotecamunicipalsanpablo@gmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de San Román de Los Montes;861;4500159-6195;BIBLIOTECA PÚBLICA MUNICIPAL DE SAN ROMÁN DE LOS MONTES;Eras, 17;45646;San Román de los Montes;Toledo;925888007;biblioteca@sanromandelosmontes.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Santa Cruz de La Zarza;598;4500579-5518;BIBLIOTECA PÚBLICA MUNICIPAL DE SANTA CRUZ DE LA ZARZA;Chacón, 26;45370;Santa Cruz de la Zarza;Toledo;925143121;bibliosantacruz@hotmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Santa Cruz del Retamar;599;4501294-5550;BIBLIOTECA PÚBLICA MUNICIPAL DE SANTA CRUZ DEL RETAMAR;Empedrada,12;45513;Santa Cruz del Retamar;Toledo;925739047;bibliostcruz@gmx.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Santa Olalla;600;4501308-5551;BIBLIOTECA PÚBLICA MUNICIPAL DE SANTA OLALLA;Mayor, 17;45530;Santa Olalla;Toledo;925797821;ayuntamiento@santaolalla.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Segurilla;783;4502545-5612;BIBLIOTECA PÚBLICA MUNICIPAL DE SEGURILLA;Carretera de Mejorada, 30;45621;Segurilla;Toledo;925890265;bpmsegurilla@hotmail.es;Biblioteca Pública Municipal
2019;Bibliotecas dependientes del Ayuntamiento de Seseña;601;4502558-6933;BIBLIOTECA PÚBLICA MUNICIPAL DE SESEÑA;Comuneros de Castilla, s/n;45223;Seseña;Toledo;918089866;biblioteca@ayto-sesena.org;Biblioteca Pública Municipal
2019;Bibliotecas dependientes del Ayuntamiento de Seseña;821;4502558-1251;BIBLIOTECA PÚBLICA MUNICIPAL DE SESEÑA NUEVO;Las Salinas, s/n;45224;Seseña;Toledo;918936144;biblioteca.sn@ayto-sesena.org;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Sonseca;603;4500598-5519;BIBLIOTECA PÚBLICA MUNICIPAL DE SONSECA;Calle Arroyada, 5;45100;Sonseca;Toledo;925971226;biblioteca@sonseca.es;Biblioteca Pública Municipal
2019;Bibliotecas dependientes del Ayuntamiento de Talavera de la Reina;922;4500624-12334;BIBLIOTECA PÚBLICA MUNICIPAL DE TALAVERA DE LA REINA ;Santa Engracia, 38;45600;Talavera de la Reina;Toledo;925820551;bdusantamaria@talavera.org;Bibliotecas de doble uso
2019;Bibliotecas dependientes del Ayuntamiento de Talavera de la Reina;921;4500624-12336;BIBLIOTECA PÚBLICA MUNICIPAL DE TALAVERA DE LA REINA ;San Marcos, 124;45600;Talavera de la Reina;Toledo;925818908;bdupatrocinio@gmail.com;Bibliotecas de doble uso
2019;Bibliotecas dependientes del Ayuntamiento de Talavera de la Reina;947;4500624-12789;BIBLIOTECA PÚBLICA MUNICIPAL DE TALAVERA DE LA REINA ;Plaza de San Andrés, 6;45600;Talavera de la Reina;Toledo;925812908;direccion.bniveiro@talavera.org;Biblioteca Pública Municipal
2019;Bibliotecas dependientes del Ayuntamiento de Talavera de la Reina;606;4500624-5520;"BIBLIOTECA PÚBLICA MUNICIPAL DE TALAVERA DE LA REINA ""JOSÉ HIERRO""";Toledo, 37;45600;Talavera de la Reina;Toledo;925813454;direccion.bjh@talavera.org;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Talavera la Nueva;609;4501584-5568;BIBLIOTECA PÚBLICA MUNICIPAL DE TALAVERA LA NUEVA;Ronda del sol, s/n;45694;Talavera de la Reina;Toledo;925850369;bpmtalaveralanueva@gmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Tembleque;616;4500661-5521;BIBLIOTECA PÚBLICA MUNICIPAL DE TEMBLEQUE;Serna, 1;45780;Tembleque;Toledo;925145595;bibliotecatembleque@hotmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de El Toboso;617;4500683-5522;BIBLIOTECA PÚBLICA MUNICIPAL DE EL TOBOSO ;Plaza de la Constitución, 7;45820;Toboso (El);Toledo;925568191;bpm.toboso@jccm.es;Biblioteca Pública Municipal
2019;Biblioteca de Castilla-La Mancha/Biblioteca Pública del Estado en Toledo;667;4500965-6932;BIBLIOTECA DE CASTILLA-LA MANCHA / Biblioteca Pública del Estado en Toledo;de Carlos V, s/n;45001;Toledo;Toledo;925256680;biblioclm@jccm.es;Biblioteca Pública del Estado
2019;Red de Bibliotecas Públicas Municipales de Toledo;680;4500794-1250;BIBLIOTECA PÚBLICA MUNICIPAL DE TOLEDO BUENAVISTA;Avenida de Portugal, s/n;45005;Toledo;Toledo;925330555;bibliobuenavista@toledo.es;Biblioteca Pública Municipal
2019;Red de Bibliotecas Públicas Municipales de Toledo;670;4500794-1249;"BIBLIOTECA PÚBLICA MUNICIPAL DE TOLEDO ""SANTA BÁRBARA""";Ciudadano, s/n;45006;Toledo;Toledo;925330565;bibliosantabarbara@toledo.es;Biblioteca Pública Municipal
2019;Red de Bibliotecas Públicas Municipales de Toledo;665;4500794-1248;BIBLIOTECA PÚBLICA MUNICIPAL DE TOLEDO ;río Bullaque, 24;45007;Toledo;Toledo;925330336;bibliobenquerencia@toledo.es;Biblioteca Pública Municipal
2019;Red de Bibliotecas Públicas Municipales de Toledo;664;4500794-1256;BIBLIOTECA PÚBLICA MUNICIPAL DE AZUCAICA;de Azucaica, 12;45008;Toledo;Toledo;925330331;biblioazucaica@toledo.es;Biblioteca Pública Municipal de Barrio
2019; Sección del Libro, Archivos y Bibliotecas. Central Bibliobús;663;4502670-7048;BIBLIOBÚS A - ZONA LA SAGRA / TORRIJOS;Avda. de Europa, 26 1ª planta;45071;Toledo;Toledo;680220954;bibliobussagra1@jccm.es;Biblioteca Móvil
2019; Sección del Libro, Archivos y Bibliotecas. Central Bibliobús;52;4502670-7049;BIBLIOBÚS B - ZONA TALAVERA DE LA REINA;Avda. de Europa, 26, 1ª planta;45071;Toledo;Toledo;680220956;bibliobustalavera2@jccm.es;Biblioteca Móvil
2019;Biblioteca Pública Municipal de La Torre de Esteban Hambrán;682;4502596-5613;BIBLIOTECA PÚBLICA MUNICIPAL DE TORRE DE ESTEBAN HAMBRÁN;Plaza Manuel García Martín, s/n;45920;Torre de Esteban Hambrán (La);Toledo;925795664;bibliotecatorre@telefonica.net;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Torrijos;684;4500987-5526;BIBLIOTECA PÚBLICA MUNICIPAL DE TORRIJOS;Plaza de San Gil, 7;45500;Torrijos;Toledo;925770801;biblioteca@torrijos.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Totanés;784;4502617-5614;BIBLIOTECA PÚBLICA MUNICIPAL DE TOTANÉS;Plaza de España, s/n;45163;Totanés;Toledo;608248949;bibliototanes2@hotmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Ugena;685;4501336-5552;BIBLIOTECA PÚBLICA MUNICIPAL DE UGENA ;Cubas, 6;45217;Ugena;Toledo;925533604;biblioteca@ugena.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Urda;686;4500990-5527;BIBLIOTECA PÚBLICA MUNICIPAL DE URDA;Verónicas, 3;45480;Urda;Toledo;925472108;biblioteca@urda.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Valmojado;687;4501004-5528;BIBLIOTECA PÚBLICA MUNICIPAL DE VALMOJADO ;Castilla-La Mancha, 43;45940;Valmojado;Toledo;918170983;biblioteca@valmojado.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Velada;796;4501341-5553;BIBLIOTECA PÚBLICA MUNICIPAL DE VELADA;Dolores, 2;45612;Velada;Toledo;647999371;biblioteca@ayuntamientovelada.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de La Villa de Don Fadrique;690;4501026-5530;BIBLIOTECA PÚBLICA MUNICIPAL DE VILLA DE DON FADRIQUE;Caramelos, 18;45850;Villa de Don Fadrique (La);Toledo;925204396;biblioteca@villadonfadrique.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Villacañas;691;4501011-5529;BIBLIOTECA PÚBLICA MUNICIPAL DE VILLACAÑAS;Albacete, 23;45860;Villacañas;Toledo;925161985;biblioteca@aytovillacanas.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Villafranca de Los Caballeros;692;4501032-5531;BIBLIOTECA PÚBLICA MUNICIPAL DE VILLAFRANCA DE LOS CABALLEROS;Nueva, s/n;45730;Villafranca de los Caballeros;Toledo;674974369;bpm.villafrancadeloscaballeros@jccm.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Villaluenga de La Sagra;693;4501047-5532;BIBLIOTECA PÚBLICA MUNICIPAL DE VILLALUENGA DE LA SAGRA;Juan Palarea, 1;45520;Villaluenga de la Sagra;Toledo;925530584;biblioteca@villaluengadelasagra.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Villamiel de Toledo;822;4500971-6466;BIBLIOTECA PÚBLICA MUNICIPAL DE VILLAMIEL DE TOLEDO;Generalísimo, 10;45594;Villamiel de Toledo;Toledo;925793029;bibliotec@villamieldetoledo.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Villaminaya;694;4501737-5580;BIBLIOTECA PÚBLICA MUNICIPAL DE VILLAMINAYA;de la Mora, 26, Bajo;45440;Villaminaya;Toledo;620117943;bpm.villaminaya@jccm.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Villanueva de Alcardete;696;4501389-5557;BIBLIOTECA PÚBLICA MUNICIPAL DE VILLANUEVA DE ALCARDETE;La Ronda, s/n;45810;Villanueva de Alcardete;Toledo;925167537;biblioteca@villanuevadealcardete.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Villanueva de Bogas;785;4502237-5584;BIBLIOTECA PÚBLICA MUNICIPAL DE VILLANUEVA DE BOGAS;El Trigo, 2;45410;Villanueva de Bogas;Toledo;925313236;bibliovillanu@hotmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Villarrubia de Santiago;698;4501050-5533;BIBLIOTECA PÚBLICA MUNICIPAL DE VILLARRUBIA DE SANTIAGO;Carretera de Ocaña, 8;45360;Villarrubia de Santiago;Toledo;925150150;biblioteca@villarrubiadesantiago.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Villaseca de La Sagra;699;4502638-5615;BIBLIOTECA PÚBLICA MUNICIPAL DE VILLASECA DE LA SAGRA;Plaza Miguel de Cervantes, 12 Bis;45260;Villaseca de la Sagra;Toledo;925275259;biblioteca@villasecadelasagra.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Villasequilla;700;4501392-5558;BIBLIOTECA PÚBLICA MUNICIPAL DE VILLASEQUILLA;Mora, 36;45740;Villasequilla;Toledo;925325097;bibliovillasequilla@gmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Villatobas;701;4502643-5616;BIBLIOTECA PÚBLICA MUNICIPAL DE VILLATOBAS;Huertas, 1;45310;Villatobas;Toledo;925152036;biblio.villatobas@hotmail.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de El Viso de San Juan;793;4502656-5617;BIBLIOTECA PÚBLICA MUNICIPAL DE EL VISO DE SAN JUAN;Cuesta de la Higuera, s/n;45215;Viso de San Juan (El);Toledo;925502001;visosanjuan.capi@jccm.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Los Yébenes;702;4501079-5535;BIBLIOTECA PÚBLICA MUNICIPAL DE LOS YÉBENES;Plaza de San Juan, 4;45470;Yébenes (Los);Toledo;925348537;biblioteca@losyebenes.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Yeles;845;4500769-6287;BIBLIOTECA PÚBLICA MUNICIPAL DE YELES;C/ Iglesia, s/n;45220;Yeles;Toledo;925545594;aytoccultura@gmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Yepes;703;4501085-5536;BIBLIOTECA PÚBLICA MUNICIPAL DE YEPES;Santa Eulalia;45313;Yepes;Toledo;925154957;paulabiblio@hotmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Yuncler;705;4501465-5560;BIBLIOTECA PÚBLICA MUNICIPAL DE YUNCLER;Trafalgar, 1;45529;Yuncler;Toledo;925524174;biblioteca@aytoyuncler.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Yunclillos;706;4501623-5569;BIBLIOTECA PÚBLICA MUNICIPAL DE YUNCLILLOS;C/ TORRIJOS;45591;Yunclillos;Toledo;925351033;bibliotecayuncli@hotmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Yuncos;707;4502669-5618;BIBLIOTECA PÚBLICA MUNICIPAL DE YUNCOS;San José, 41;45210;Yuncos;Toledo;925557351;biblioteca@yuncos.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Gálvez;527;4501200-5543;BIBLIOTECA PÚBLICA MUNICIPAL DE GALVEZ;La Barranca, 5;45164;;Toledo;925401956;bibliotecadegalvez@yahoo.es;Biblioteca Pública Municipal
